id,chapter,year,text
2020.acl-demos.25.txt,5 Discussion and Future Work,2020,"another promising approach to enable more robust natural language understanding is to leverage the pre-trained generalpurpose language models (e.g., bert (devlin et al., 2018)) to encode the user instructions and the information extracted from app guis.5.3 extracting task semantics from guis an interesting future direction is to better extract semantics from app guis so that the user can focus on high-level task specifications and personal preferences without dealing with low-level mundane details (e.g., “buy 2 burgers” means setting the value of the textbox below the text “quantity” and next to the text “burger” to be “2”)."
2020.acl-demos.25.txt,5 Discussion and Future Work,2020,"collecting and aggregating personal task instructions across many users also introduce important concerns on user privacy, as discussed in (li et al., 2020).5.4 multi-modal interactions in conversational learning sugilite combines speech and direct manipulation to enable a “speak and point” interaction style, which has been studied since early interactive systems like put-that-there (bolt, 1980)."
2020.acl-demos.25.txt,5 Discussion and Future Work,2020,"for itl, an interesting future challenge is to combine these user-independent domain-agnostic machine-learned models with the user’s personalized instructions for a specific task."
2020.acl-demos.25.txt,5 Discussion and Future Work,2020,"this could be supported by improved background knowledge and task models, and more flexible dialog frameworks that can handle the continuous refinement and uncertainty inherent in natural language interaction, and the variations in user goals."
2020.acl-demos.25.txt,5 Discussion and Future Work,2020,"this will likely require a new kind of mixedinitiative instruction (horvitz, 1999) where the agent is more proactive in guiding the user and takes more initiative in the dialog."
2020.acl-demos.25.txt,5 Discussion and Future Work,2020,we are currently exploring other ways of using multi-modal interactions to supplement natural language instructions in itl.
2020.acl-demos.25.txt,5 Discussion and Future Work,2020,we are looking at alternative approaches for parsing natural language instructions into our domainspecific language (dsl) for representing data description queries and task execution procedures.
2020.acl-demos.26.txt,7 Conclusion,2020,"for future work, we plan to keep adding the state-of-the-art algorithms, reduce latency and fine-tune the implemented models on larger and/or more comprehensive corpus to improve performance."
2020.acl-demos.26.txt,7 Conclusion,2020,"we unified these nlp algorithms in a single codebase, implemented demos as top-level managers to access different models, and provide strategies to allow more organic integration across the models."
2020.acl-demos.28.txt,6 Conclusion and Future Work,2020,"in future, we would like to extend the funlines data collection setup to a more general crowdsourcing framework, for example, to collect style transfer data."
2020.acl-demos.29.txt,6 Discussion,2020,interactive fiction is an art form with an uncertain future that is connected in no small way to its proximity to games and the social norms separating games and fine art.
2020.acl-demos.3.txt,9 Conclusions,2020,"we intend to release the code as open source, as well as providing hosted open access to a pubmed-based corpus."
2020.acl-demos.30.txt,7 Conclusion,2020,detection and control of toxic output will be a major focus of future investigation.
2020.acl-demos.30.txt,7 Conclusion,2020,"dialogpt is fully opensourced and easy to deploy, allowing users to extend the pre-trained conversational system to bootstrap training using various datasets."
2020.acl-demos.30.txt,7 Conclusion,2020,we will investigate leveraging reinforcement learning to further improve the relevance of the generated responses and prevent the model from generating egregious responses.
2020.acl-demos.31.txt,7 Conclusions,2020,"we provide a large variety of functionalities, ranging from speech processing to core dialog system capabilities and social signal processing."
2020.acl-demos.32.txt,5 Conclusion and Future Work,2020,"in future work, we plan to add more media sources, especially from non-english media and regions."
2020.acl-demos.32.txt,5 Conclusion and Future Work,2020,"we further want to extend the tool to support other propaganda techniques such as cherrypicking and omission, among others, which would require analysis beyond the text of a single article."
2020.acl-demos.32.txt,5 Conclusion and Future Work,2020,"we have made publicly available our data and models, as well as an api to the live system."
2020.acl-demos.33.txt,5 Conclusion,2020,"the dilated cnn, which is first applied to the icd coding task, aims to capture semantic information for non-continuous words, and the n-gram matching mechanism aims to capture the continuous semantic."
2020.acl-demos.33.txt,5 Conclusion,2020,we will try to utilize external resources to solve the few-shot and zero-shot problem in the future.
2020.acl-demos.34.txt,5 Conclusion,2020,"in the future, we will support more corpora and implement novel techniques to bridge the gap between end-to-end and cascaded approaches."
2020.acl-demos.35.txt,6 Conclusion,2020,"existing work on amr has targeted the penman string, the parsed tree, or the interpreted graph, and penman accommodates all of these use cases by allowing users to work with the tree or graph data structures or to encode them back to strings."
2020.acl-demos.35.txt,6 Conclusion,2020,"transformations defined at both the graph and tree level make it applicable for pre- and postprocessing steps for corpus creation, evaluation, machine learning projects, and more."
2020.acl-demos.36.txt,5 Conclusion,2020,"finally, we are aware that keyword-based boolean filtering might be prone to the same biases and challenges inherent in the traditional search queries, as discussed above."
2020.acl-demos.36.txt,5 Conclusion,2020,"in future work, we will focus on expanding the database to include additional domains and article sources."
2020.acl-demos.36.txt,5 Conclusion,2020,"we will also seek to improve discovery performance by testing more recent text embedding methods (e.g., bert (devlin et al., 2018)) and by optimizing the search for different input text lengths, such as a whole document, a paragraph, or even a single sentence."
2020.acl-demos.36.txt,5 Conclusion,2020,"we will investigate whether query expansion techniques (azad and deepak, 2019) could mitigate this issue by suggesting or automatically appending semantically related keywords to the boolean filters."
2020.acl-demos.36.txt,5 Conclusion,2020,"we will work on augmenting the workflow with automated tasks, such as suggesting references as the author writes a manuscript, or notifying users about the latest publications relevant to their work."
2020.acl-demos.37.txt,4 Conclusion,2020,"as a next step, we will improve the prototype based on the participants’ valuable feedback."
2020.acl-demos.37.txt,4 Conclusion,2020,"furthermore, an eye tracker will be integrated into the prototype that can be used in combination with speech for cursor placement, thereby simplifying multi-modal pe."
2020.acl-demos.37.txt,4 Conclusion,2020,"last, we will investigate whether using the different modalities has an impact on cognitive load during pe (herbig et al., 2019b)."
2020.acl-demos.37.txt,4 Conclusion,2020,our study with professional translators shows a high level of interest and enthusiasm about using these new modalities.
2020.acl-demos.37.txt,4 Conclusion,2020,"users can directly cross out or hand-write new text, drag and drop words for reordering, or use spoken commands to update the text in place."
2020.acl-demos.38.txt,7 Conclusion and Future Work,2020,"finally, we hope to explore further optimizations to make core algorithms competitive with highly-optimized neural network components."
2020.acl-demos.38.txt,7 Conclusion and Future Work,2020,"in addition to the problems discussed so far, torch-struct also includes several other example implementations including supervised dependency parsing with bert, unsupervised tagging, structured attention, and connectionist temporal classification (ctc) for speech."
2020.acl-demos.38.txt,7 Conclusion and Future Work,2020,"in the future, we hope to support research and production applications employing structured models."
2020.acl-demos.39.txt,5 Conclusion,2020,"using the cl machine teaching ui, the dialog author can provide corrections to the logged user-system dialogs and further improve the cl’s dm performance."
2020.acl-demos.39.txt,5 Conclusion,2020,"we are planning to extend this work by looking into following problems: 1) investigating effectiveness of different ranking algorithms for log correction recommendation, 2) optimizing number of training samples and action masks generated from the rule-based dm, and 3) improving predictions of hcn-based dm by looking into alternative network architectures."
2020.acl-demos.4.txt,4 Conclusion,2020,"as suggested by an anonymous reviewer, another possible addition to the game could then be to predict the age appropriateness of a given topic, allowing for cards to be filtered on the basis of an age setting."
2020.acl-demos.4.txt,4 Conclusion,2020,"in addition to improving the banned words selection process, future work on tabouid includes generating specific lists of cards based on school programs to use the game as an educational tool, using the category system of wikipedia to let users select more or less specific categories to play with, and adapting the algorithms to leverage the wide variety of languages wikipedia is available in beyond english and french."
2020.acl-demos.40.txt,6 Conclusion,2020,"there are many open questions which we intend to research, such as whether autoregressivity in neural sentence compression can be exploited and how to compose themes over longer time periods."
2020.acl-demos.41.txt,Conclusion,2020,we hope to encourage additional research to improve the safety and benefits of dietary supplements for their consumers.
2020.acl-demos.42.txt,7 Conclusion,2020,we hope that our work on lean-life will allow for researches and practitioners alike to more easily obtain useful labeled datasets and models for the various nlp tasks they face.
2020.acl-demos.5.txt,6 Conclusion,2020,future work include (1) expanding the database to more papers (2) improving the qa model using the collected data to better handle question answering in the context of research domain.
2020.acl-demos.8.txt,6 Conclusion,2020,the retrieved evidence sentences can be easily located in the background corpora for better visualization.
2020.acl-demos.8.txt,6 Conclusion,2020,we are further developing evidenceminer to be a more intelligent system that can assist in more efficient and in-depth scientific discoveries.
2020.acl-demos.9.txt,5 Conclusions,2020,"moving forward, we hope to refine the linking of extracted snippets to structured vocabularies to run a more comprehensive user-study to evaluate the use of the system in practice by different types of users."
2020.acl-demos.9.txt,5 Conclusions,2020,"we also hope to develop a joint extraction and inference model, rather than relying on the current pipelined approach."
2020.acl-main.1.txt,7 Discussion,2020,"in future work, we intend to curate a test set with data from separate sources, which can serve as a benchmark for the models we study."
2020.acl-main.1.txt,7 Discussion,2020,"the combined test set scores are more directly comparable, but ideally, we would like to compare the generalization of both models on an independent test set."
2020.acl-main.1.txt,7 Discussion,2020,we also intend to use tools for interpreting the knowledge encoded in neural networks (such as diagnostic classifiers and representational similarity analysis) to investigate the emergent representation of linguistic units such as phonemes and words.
2020.acl-main.1.txt,7 Discussion,2020,"we find indications that learning to extract meaning from speech is initially faster when learning from child-directed speech, but learning from adultdirected speech eventually leads to similar task performance on the training register, and better generalization to the other register."
2020.acl-main.1.txt,7 Discussion,2020,we intend to explore how a curriculum of cds followed by ads affects learning trajectories and outcomes.
2020.acl-main.100.txt,5 Conclusion,2020,"in the future, we are interested in injecting knowledge into text representation learning (cao et al., 2017, 2018b) for deeply understanding expert language, and will help to generate knowledgeenhanced questions (pan et al., 2019) for laymen."
2020.acl-main.102.txt,5 Conclusion,2020,"since dynamic memory can be a learning mechanism more general than what we have used here for fewshot learning, we will investigate this type of models in other learning problems."
2020.acl-main.103.txt,7 Conclusion and Future Work,2020,one interesting future direction is to explore whether the beam search is helpful to our model.
2020.acl-main.104.txt,6 Conclusion,2020,"furthermore, our framework is extended into a parallel variant based on multi-label attention and a serial variant of text feature propagation."
2020.acl-main.105.txt,4 Conclusion,2020,other retrieval tasks may also benefit from using keyphrase information and we expect our results to serve as a basis for further improvements.
2020.acl-main.105.txt,4 Conclusion,2020,we presented the first study of the usefulness of keyphrase generation for scientific document retrieval.
2020.acl-main.107.txt,10 Conclusion,2020,"annotated with 4 standard morphosyntactic layers, two of them following the universal dependency annotation scheme, and provided with translation to french as well as glosses and word language identification, we believe that this corpus will be useful for the community at large, both for linguistic purposes and as training data for resource-scarce nlp in a high-variability scenario."
2020.acl-main.107.txt,10 Conclusion,2020,"in addition to the annotated data, we provide around 1 million tokens (over 46k sentences) of unlabeled narabizi content, resulting in the largest dataset available for this dialect."
2020.acl-main.107.txt,10 Conclusion,2020,"more over, being made of user-generated content, this treebank covers a large variety of language variation among native speakers and displays a high level of codeswitching."
2020.acl-main.108.txt,6 Summary,2020,"we gave an overview of the topics discussed in the corpus, demonstrating that it is a valuable source for several nlp tasks, such as argument mining."
2020.acl-main.109.txt,9 Discussion,2020,"indeed, since function words in ud tend to be dependents of content words, we may analyze the former by considering the distribution of function word types that each type of content word has."
2020.acl-main.109.txt,9 Discussion,2020,"moreover, sub-typing dependency paths based on their linear direction can allow investigating word-order differences.11 other than informing the development of cross-lingual transfer learning, our analysis directly supports the validation of ud annotation."
2020.acl-main.109.txt,9 Discussion,2020,our method can be used to detect and bridge such inconsistencies.
2020.acl-main.11.txt,5 Conclusion and Future Work,2020,"in future work, we plan to experiment with multi-domain span extraction architectures."
2020.acl-main.11.txt,5 Conclusion and Future Work,2020,"we have also introduced restaurants8k, a new challenging data set that will hopefully encourage further work on span extraction for dialogue."
2020.acl-main.11.txt,5 Conclusion and Future Work,2020,"we have shown that, due to pretrained representations, span-convert is especially useful in few-shot learning setups on small data sets."
2020.acl-main.110.txt,9 Conclusions,2020,"as a final remark, we believe that the proposed framework can be useful for other nlg tasks such as paraphrase generation or text simplification."
2020.acl-main.110.txt,9 Conclusions,2020,"in this scenario, automation strategies, such as natural language generation, are necessary to help ngo operators in their countering effort."
2020.acl-main.111.txt,6 Conclusion,2020,"its goal is to drive the development of better nlu models, so careful selection of tasks was crucial."
2020.acl-main.111.txt,6 Conclusion,2020,we leave it as future work.
2020.acl-main.111.txt,6 Conclusion,2020,we plan to continue the work on herbert and use the klej benchmark to guide its development.
2020.acl-main.112.txt,7 Conclusion,2020,"a promising direction would be to combine a multilingual sense inventory such as babelnet (navigli and ponzetto, 2012) with sense embeddings (camacho-collados and pilehvar, 2018)."
2020.acl-main.112.txt,7 Conclusion,2020,"emotion lexicons are at the core of sentiment analysis, a rapidly flourishing field of nlp."
2020.acl-main.112.txt,7 Conclusion,2020,future work will have to deepen the way we deal with word sense ambiguity by way of exchanging the simplifying type-level approach our current work is based on with a semantically more informed sense-level approach.
2020.acl-main.112.txt,7 Conclusion,2020,"while there are techniques to tackle these three forms of sparsity in isolation, we introduced a methodology which allows us to cope with them simultaneously by jointly combining emotion representation mapping, machine translation, and embedding-based lexicon expansion."
2020.acl-main.113.txt,7 Conclusions,2020,"finally, we would like to test this approach for comparing different mt systems."
2020.acl-main.113.txt,7 Conclusions,2020,"first, we plan to test whether similar observations will hold for more language pairs and text domains."
2020.acl-main.113.txt,7 Conclusions,2020,"second, the score combination strategies could be improved by learning weights for each component."
2020.acl-main.113.txt,7 Conclusions,2020,this work can be extended in numerous ways.
2020.acl-main.115.txt,8 Conclusion and Future Work,2020,the field of nlp has developed deep neural models that can exploit large amounts of data to achieve high scores on downstream tasks.
2020.acl-main.116.txt,8 Conclusion,2020,a natural next step is to combine the datasets in a multi-task setting to investigate to what extent models can profit from combining the information annotated in the respective datasets.
2020.acl-main.116.txt,8 Conclusion,2020,"further research will investigate the joint modeling of entity extraction, typing and experiment frame recognition."
2020.acl-main.116.txt,8 Conclusion,2020,"in addition, there are also further natural language processing tasks that can be researched using our dataset."
2020.acl-main.116.txt,8 Conclusion,2020,"in section 7.1, we have shown that our findings generalize well by applying model architectures developed on our corpus to another dataset."
2020.acl-main.116.txt,8 Conclusion,2020,"they include the detection of events and sub-events when regarding the experiment-descriptions as events, and a more linguistically motivated evaluation of the framesemantic approach to experiment descriptions in text, e.g., moving away from the one-experimentper-sentence and one-sentence-per-experiment assumptions and modeling the graph-based structures as annotated."
2020.acl-main.117.txt,7 Discussion and Future Work,2020,"the overall size of the released data (600 training questions) is in line with real-world scenarios, where the high cost of domain expert time limits the amount of quality data that can reasonably be collected."
2020.acl-main.117.txt,7 Discussion and Future Work,2020,we consider techqa to be a stepping stone on which to build future data collections and leaderboards.
2020.acl-main.117.txt,7 Discussion and Future Work,2020,"we envision a roadmap where future releases of techqa will require synergy between multiple ai disciplines, from deep-learning based mrc to reasoning, knowledge base acquisition, and causality detection."
2020.acl-main.117.txt,7 Discussion and Future Work,2020,we plan on releasing questions with answers in a broader and more diverse collection that will include documents with a less formulaic structure than the technotes.
2020.acl-main.117.txt,7 Discussion and Future Work,2020,"we will also relax the length limitations to include questions rich in details, and answers that include complex procedures; in the same spirit, we will allow answers consisting of multiple spans from a single document."
2020.acl-main.118.txt,7 Conclusion and Future Work,2020,"we aim to promote research in sarcasm detection, and to encourage future investigations into sarcasm in general and how it is perceived across cultures."
2020.acl-main.118.txt,7 Conclusion and Future Work,2020,we believe this dataset will allow future work in sarcasm detection to progress in a setting free of the noise found in existing datasets.
2020.acl-main.119.txt,7 Conclusion,2020,an interesting future work is to make the number of inference steps adaptive to input sentences.
2020.acl-main.120.txt,6 Conclusion,2020,important challenges for future work include how to scale deep learning methods to such large amounts of source documents and how to close the gap to the oracle methods.
2020.acl-main.120.txt,6 Conclusion,2020,"we conducted extensive experiments to establish baseline results, and we hope that future work on mds will use this dataset as a benchmark."
2020.acl-main.120.txt,6 Conclusion,2020,we hope this dataset will facilitate the creation of real-world mds systems for use cases such as summarizing news clusters or search results.
2020.acl-main.121.txt,6 Conclusion and Future Work,2020,"besides, we will also explore the influence of probabilistic bilingual lexicon obtained by learning only from monolingual data on our method."
2020.acl-main.121.txt,6 Conclusion and Future Work,2020,"in our future work, we consider incorporating our method into the multi-task method."
2020.acl-main.121.txt,6 Conclusion and Future Work,2020,"this method first attends to the source words, then obtains the translation candidates, and incorporates them into the generation of the final summary."
2020.acl-main.122.txt,7 Conclusion,2020,"potential future directions include a more principled use of our proposed heuristic for detecting content relevant to specific dates, the use of abstractive techniques, a more effective treatment of the redundancy challenge, and extending the new dataset with multiple sources."
2020.acl-main.123.txt,7 Conclusion and future work,2020,"in the future, we explore a more sophisticated method to improve the relevance and truthfulness of generated headlines, for example, removing only deviated spans in untruthful headlines rather than removing untruthful headlines entirely from the supervision data."
2020.acl-main.123.txt,7 Conclusion and future work,2020,"moreover, it will be also interesting to see whether the same issue occurs in other related tasks such as data-to-text generation."
2020.acl-main.123.txt,7 Conclusion and future work,2020,other directions include an extensive evaluation of relevance and truthfulness of abstractive summarization and an establishment of an automatic evaluation metric for truthfulness.
2020.acl-main.124.txt,7 Conclusion,2020,"we explored unsupervised multi-document summary evaluation methods, which require neither reference summaries nor human annotations."
2020.acl-main.125.txt,6 Conclusion,2020,"for future work, we intend to apply our method to other transformer-based summarization models."
2020.acl-main.126.txt,7 Conclusion,2020,"the ultimate chatbot evaluation metric should be user-centric, as chatbots are there to provide human with an enjoyable experiences."
2020.acl-main.127.txt,5 Conclusions,2020,"in the future, we will adapt the method to more neural models especially the generation-based methods for the dialog system."
2020.acl-main.127.txt,5 Conclusions,2020,we use the word alignment model from machine translation to calculate the cross-sentence co-occurrence and train the embedding on word and sentence level.
2020.acl-main.129.txt,7 Conclusions and Future Work,2020,"in future, we want to continue to investigate the possibility of using even weaker demonstrations."
2020.acl-main.13.txt,4 Conclusion,2020,we will explore cross-lingual transfer learning for supporting more languages.
2020.acl-main.130.txt,5 Conclusion,2020,there is a large gap between the model performance and human performance.
2020.acl-main.130.txt,5 Conclusion,2020,we hope that this dataset facilitates future research on multi-turn conversation reasoning problem.
2020.acl-main.131.txt,7 Conclusion & Future Work,2020,"for future work, we would like to extend receiver to conversational recommender systems."
2020.acl-main.132.txt,7 Conclusions,2020,"finally, we will release our experimental qa datasets (in the squad json format) for bridging anaphora resolution on isnotes and bashi."
2020.acl-main.133.txt,5 Conclusions,2020,"for future work, we would like to deeply study the impacts of our perturbations on the coherence of the examined dialogues."
2020.acl-main.133.txt,5 Conclusions,2020,we will also investigate to what extent the rankings of dialogues obtained by our model correlate with human-provided rankings.
2020.acl-main.135.txt,5 Conclusion and Future Works,2020,"although dp-based and srl-based semantic parsing are widely used, more advanced semantic representations could also be explored, such as discourse structure representation (van noord et al., 2018; liu et al., 2019b) and knowledge graph-enhanced text representations (cao et al., 2017; yang et al., 2019)."
2020.acl-main.135.txt,5 Conclusion and Future Works,2020,there are at least two potential future directions.
2020.acl-main.137.txt,6 Conclusions,2020,the large number of errors that we find in oie extractions from scientific texts render them near-useless to downstream computing tasks.
2020.acl-main.137.txt,6 Conclusions,2020,"the presented approach is currently limited to the domain of biology and the use of trade-off relations, but we expect that central relations can be identified for other scientific domains that enable sore."
2020.acl-main.138.txt,6 Conclusions,2020,future work will involve improvements in the proposed noise model to study the importance of fidelity to real-world error patterns.
2020.acl-main.138.txt,6 Conclusions,2020,it may support an automatic correction method that uses recognized entity types to narrow the list of feasible correction candidates.
2020.acl-main.138.txt,6 Conclusions,2020,"moreover, we plan to evaluate nat on other real noise distributions (e.g., from asr) and other sequence labeling tasks to support our claims further."
2020.acl-main.139.txt,5 Conclusion,2020,"future work will investigate how to take into account potential correlations between labelling functions in the aggregation model, as done in e.g.(bach et al., 2017)."
2020.acl-main.139.txt,5 Conclusion,2020,this paper presented a weak supervision model for sequence labelling tasks such as named entity recognition.
2020.acl-main.139.txt,5 Conclusion,2020,we also wish to evaluate the approach on other types of sequence labelling tasks beyond named entity recognition.
2020.acl-main.14.txt,5 Conclusion,2020,"we interpret the discourse relations as translation in low-dimensional embedding space, which reflects the geometric structure of argument-relation, and also can obtain the richer argument representations based on the multi-level encoder."
2020.acl-main.140.txt,6 Conclusion,2020,"in future work, we want to extend the probing tasks to also cover specific linguistic patterns such as appositions, and also investigate a model’s ability of generalizing to specific entity types, e.g.company and person names."
2020.acl-main.140.txt,6 Conclusion,2020,"we conducted a comprehensive evaluation of common re encoder architectures, and studied the effect of explicitly and implicitly provided semantic and syntactic knowledge, uncovering interesting properties about the architecture and input features."
2020.acl-main.141.txt,5 Conclusion,2020,one possible direction is to extend the scope of structure induction for constructions of nodes without relying on an external parser.
2020.acl-main.141.txt,5 Conclusion,2020,there are multiple avenues for future work.
2020.acl-main.142.txt,7 Conclusion and Future Work,2020,"to improve the evaluation accuracy and reliability of future re methods, we provide a revised, extensively relabeled tacred."
2020.acl-main.144.txt,6 Conclusions and Further Work,2020,"as regards distributed representations, we plan to study alternative networks to more accurately model the identification and incorporation of additional context."
2020.acl-main.144.txt,6 Conclusions and Further Work,2020,"in our future work, we plan to optimise the thresholds used with the retrieval algorithms in order to more intelligently select those translations providing richest information to the nmt model and generalize the use of edit distance on the target side."
2020.acl-main.144.txt,6 Conclusions and Further Work,2020,"we would also like to explore better techniques to inject information of small-size n-grams with possible convergence with terminology injection techniques, unifying framework where target clues are mixed with source sentence during translation."
2020.acl-main.145.txt,6 Conclusion,2020,"in future work, we will extend our analysis to include additional source and target languages from different language families, such as more asian languages."
2020.acl-main.145.txt,6 Conclusion,2020,"we will also work towards improving the training efficiency of character-level models, which is one of their main bottlenecks, as well as towards improving their effectiveness in multilingual training."
2020.acl-main.146.txt,7 Conclusion,2020,"as the resulting model repurposes a pre-trained translation model without changing its parameters, it can directly benefit from improvements in translation quality, e.g.by adaptation via fine-tuning."
2020.acl-main.148.txt,7 Conclusion and Future Work,2020,"in the future, we will develop lightweight alternatives to lalt to reduce the number of model parameters."
2020.acl-main.148.txt,7 Conclusion and Future Work,2020,"we release opus-100, a multilingual dataset from opus including 100 languages with around 55m sentence pairs for future study."
2020.acl-main.148.txt,7 Conclusion and Future Work,2020,"we will also exploit novel strategies to break the upper bound of robt and obtain larger zero-shot improvements, such as generative modeling (zhang et al., 2016; su et al., 2018; garcía et al., 2020; zheng et al., 2020)."
2020.acl-main.149.txt,6 Conclusion,2020,"in future work, we plan to extend this analysis across more translation pairs, more diverse languages and multiple domains, as well as investigating the effect of translationese or source-side grammatical errors (anastasopoulos, 2019)."
2020.acl-main.151.txt,6 Conclusion,2020,"in this work, we investigate a range of reference-free metrics based on cutting-edge models for inducing cross-lingual semantic representations: cross-lingual (contextualized) word embeddings and cross-lingual sentence embeddings."
2020.acl-main.153.txt,6 Conclusions and Future Work,2020,"in the future, we plan to extend the cross-lingual position encoding to non-autoregressive mt (gu et al., 2018) and unsupervised nmt (lample et al., 2018)."
2020.acl-main.155.txt,6 Conclusion,2020,"an exploration of multi-modal measuring approaches (herbig et al., 2019b) shows the feasibility of this, so we will try to combine explicit multi-modal input, as done in this work, with implicit multi-modal sensor input to better model and support the user during pe."
2020.acl-main.155.txt,6 Conclusion,2020,"as a next step, we will integrate the participants’ valuable feedback to improve the prototype."
2020.acl-main.155.txt,6 Conclusion,2020,"while more and more professional translators are switching to the use of pe to increase productivity and reduce errors, current cat interfaces still heavily focus on traditional mouse and keyboard input, even though the literature suggests that other modalities could support pe operations well."
2020.acl-main.155.txt,6 Conclusion,2020,"while the presented study provided interesting first insights regarding participants’ use of and preferences for the implemented modalities, it did not allow us to see how they would use the modalities over a longer time period in day-to-day work, which we also want to investigate in the future."
2020.acl-main.157.txt,4 Conclusions,2020,"also, the multi-domain nature of the dataset enables future research in cross-target and cross-domain adaptation, a clear weak point of current models according to our evaluations."
2020.acl-main.157.txt,4 Conclusions,2020,"future research directions might explore the usage of transformer-based models, as well as of models which exploit not only linguistic but also network features, which have been proven to work well for existing stance detection datasets (aldayel and magdy, 2019)."
