id,year,chapter,text
2020.acl-demos.19.txt,2020,5 Conclusion,"based on convlab (lee et al., 2019b), convlab-2 integrates more powerful models, supports more datasets, and develops an analysis tool and an interactive tool for comprehensive end-to-end evaluation."
2020.acl-demos.19.txt,2020,5 Conclusion,"for demonstration, we give an example of using convlab-2 to build, evaluate, and diagnose a system on the multiwoz dataset."
2020.acl-demos.19.txt,2020,5 Conclusion,we hope that convlab-2 is instrumental in promoting the research on task-oriented dialogue.
2020.acl-demos.19.txt,2020,5 Conclusion,"we present convlab-2, an open-source toolkit for building, evaluating, and diagnosing a taskoriented dialogue system."
2020.acl-demos.2.txt,2020,6 Conclusion and Future Work,"apart from the distillation strategies, the model structure also affects the performance."
2020.acl-demos.2.txt,2020,6 Conclusion and Future Work,"for example, its usability in generation tasks such as machine translation has not been tested."
2020.acl-demos.2.txt,2020,6 Conclusion and Future Work,"in the future, we aim to integrate neural architecture search into the toolkit to automate the searching for model structures."
2020.acl-demos.2.txt,2020,6 Conclusion and Future Work,"in this paper, we present textbrewer, a flexible pytorch-based distillation toolkit for nlp research and applications."
2020.acl-demos.2.txt,2020,6 Conclusion and Future Work,textbrewer also has its limitations.
2020.acl-demos.2.txt,2020,6 Conclusion and Future Work,textbrewer provides rich customization options for users to compare different distillation methods and build their strategies.
2020.acl-demos.2.txt,2020,6 Conclusion and Future Work,the results show that the distilled models can achieve state-of-the-art results with simple settings.
2020.acl-demos.2.txt,2020,6 Conclusion and Future Work,we have conducted a series of experiments.
2020.acl-demos.2.txt,2020,6 Conclusion and Future Work,we will keep adding more examples and tests to expand textbrewer’s scope of application.
2020.acl-demos.20.txt,2020,4 Conclusions and Future Work,"additionally, we would like to explore opusfilter’s use in different scenarios and for other language pairs."
2020.acl-demos.20.txt,2020,4 Conclusions and Future Work,especially interesting would be the application in low-resource settings and various levels of noise in the original data.
2020.acl-demos.20.txt,2020,4 Conclusions and Future Work,"furthermore, the use for domain adaptation and data selection should be further explored."
2020.acl-demos.20.txt,2020,4 Conclusions and Future Work,"in future work, we would like to extend the toolbox with additional filters and classification options."
2020.acl-demos.20.txt,2020,4 Conclusions and Future Work,"one option could be the inclusion of sentence embedding based filtering (guo et al., 2018)."
2020.acl-demos.20.txt,2020,4 Conclusions and Future Work,opusfilter can easily be configured to work with opus data and various filters to train effective classifiers in order to rank bitext segments.
2020.acl-demos.20.txt,2020,4 Conclusions and Future Work,opusfilter is open source and distributed with a permissive license to make it widely applicable.
2020.acl-demos.20.txt,2020,4 Conclusions and Future Work,"the classifiers can be trained without human annotation, and the automatic model selection methods implemented in the toolbox lead to a similar performance compared to classifiers based on small manually labeled validation data."
2020.acl-demos.20.txt,2020,4 Conclusions and Future Work,"this paper introduces opusfilter, a modular tool for parallel data selection and ranking."
2020.acl-demos.20.txt,2020,4 Conclusions and Future Work,we demonstrate its use in a finnish-english translation task based on the noisy paracrawl data used for training.
2020.acl-demos.21.txt,2020,7 Conclusion,"although nlp practitioners know that label noise harms performance, and noise detection algorithms have long been available, this technology is not being applied in practice, perhaps because human review of detected errors is difﬁcult and time consuming."
2020.acl-demos.21.txt,2020,7 Conclusion,"and by providing an explanation of why the model ﬂagged an example as suspicious, it makes the output of label noise detectors understandable and actionable."
2020.acl-demos.21.txt,2020,7 Conclusion,"it reduces the number of false positive examples that the reviewer must look at, providing state-of-the-art precision and f0.5 across several short text datasets."
2020.acl-demos.21.txt,2020,7 Conclusion,lnic makes human review of possible label noise easier and more efﬁcient.
2020.acl-demos.22.txt,2020,6 Discussion,"however, exbert can effectively narrow the scope and refine hypotheses through quick testing iterations."
2020.acl-demos.22.txt,2020,6 Discussion,"in this paper, we introduced an interactive visualization tool, exbert, that can reveal an intelligible structure in the learned representations of transformer models."
2020.acl-demos.22.txt,2020,6 Discussion,"these hypotheses about the model behavior can, in a later step, be evaluated by robust statistical tests on a global level."
2020.acl-demos.22.txt,2020,6 Discussion,these neighbors do not necessarily reveal a head’s or an embedding’s global behavior.
2020.acl-demos.22.txt,2020,6 Discussion,"to assist researchers with their model investigations, we host a demo of the tool with multiple models at exbert.net."
2020.acl-demos.22.txt,2020,6 Discussion,we acknowledge that exbert is limited compared to more global analyses since it only presents statistics across a small number of neighbors for a single token at a time.
2020.acl-demos.22.txt,2020,6 Discussion,"we demonstrated, through an attention visualization and nearest neighbor searching techniques, that exbert can replicate research that explores what attentions and representations learn and detect biases in text inputs."
2020.acl-demos.23.txt,2020,9 Conclusion,"it is powered by a combination of advanced machine learning and manually curated linguistic resources, and thus succeeds in setting a new state of the art for hebrew diacritization."
2020.acl-demos.23.txt,2020,9 Conclusion,we are pleased to release our hebrew diacritization system for free unrestricted use.
2020.acl-demos.23.txt,2020,9 Conclusion,we have released also our diacritized test corpora for benchmarking.
2020.acl-demos.24.txt,2020,6 Conclusion and Future Work,a comprehensive evaluation will also be conducted among the users of our system.
2020.acl-demos.24.txt,2020,6 Conclusion and Future Work,"it is the first cross-domain text-to-sql system designed towards industrial applications with rich features, and bridges the demand of sophisticated database analysis and people without any sql background knowledge."
2020.acl-demos.24.txt,2020,6 Conclusion and Future Work,photon has the potential to scale up to hundreds of different domains.
2020.acl-demos.24.txt,2020,6 Conclusion and Future Work,"the current photon system is still a prototype, with very limited user interactions and functions."
