id,chapter,year,text
2020.acl-main.105.txt,4 Conclusion,2020,other retrieval tasks may also benefit from using keyphrase information and we expect our results to serve as a basis for further improvements.
2020.acl-main.108.txt,6 Summary,2020,all the resources developed in this paper are freely available.3
2020.acl-main.11.txt,5 Conclusion and Future Work,2020,"in future work, we plan to experiment with multi-domain span extraction architectures."
2020.acl-main.111.txt,6 Conclusion,2020,we leave it as future work.
2020.acl-main.111.txt,6 Conclusion,2020,we plan to continue the work on herbert and use the klej benchmark to guide its development.
2020.acl-main.112.txt,7 Conclusion,2020,"a promising direction would be to combine a multilingual sense inventory such as babelnet (navigli and ponzetto, 2012) with sense embeddings (camacho-collados and pilehvar, 2018)."
2020.acl-main.112.txt,7 Conclusion,2020,future work will have to deepen the way we deal with word sense ambiguity by way of exchanging the simplifying type-level approach our current work is based on with a semantically more informed sense-level approach.
2020.acl-main.112.txt,7 Conclusion,2020,our study is “large-scale” in many respects.
2020.acl-main.113.txt,7 Conclusions,2020,"finally, we would like to test this approach for comparing different mt systems."
2020.acl-main.113.txt,7 Conclusions,2020,"first, we plan to test whether similar observations will hold for more language pairs and text domains."
2020.acl-main.116.txt,8 Conclusion,2020,a natural next step is to combine the datasets in a multi-task setting to investigate to what extent models can profit from combining the information annotated in the respective datasets.
2020.acl-main.116.txt,8 Conclusion,2020,"further research will investigate the joint modeling of entity extraction, typing and experiment frame recognition."
2020.acl-main.117.txt,7 Discussion and Future Work,2020,techqa is a challenging dataset for models developed for existing open-domain mrc systems.
2020.acl-main.117.txt,7 Discussion and Future Work,2020,we consider techqa to be a stepping stone on which to build future data collections and leaderboards.
2020.acl-main.117.txt,7 Discussion and Future Work,2020,"we envision a roadmap where future releases of techqa will require synergy between multiple ai disciplines, from deep-learning based mrc to reasoning, knowledge base acquisition, and causality detection."
2020.acl-main.117.txt,7 Discussion and Future Work,2020,we plan on releasing questions with answers in a broader and more diverse collection that will include documents with a less formulaic structure than the technotes.
2020.acl-main.117.txt,7 Discussion and Future Work,2020,"we will also relax the length limitations to include questions rich in details, and answers that include complex procedures; in the same spirit, we will allow answers consisting of multiple spans from a single document."
2020.acl-main.118.txt,7 Conclusion and Future Work,2020,"we aim to promote research in sarcasm detection, and to encourage future investigations into sarcasm in general and how it is perceived across cultures."
2020.acl-main.118.txt,7 Conclusion and Future Work,2020,we believe this dataset will allow future work in sarcasm detection to progress in a setting free of the noise found in existing datasets.
2020.acl-main.119.txt,7 Conclusion,2020,an interesting future work is to make the number of inference steps adaptive to input sentences.
2020.acl-main.120.txt,6 Conclusion,2020,important challenges for future work include how to scale deep learning methods to such large amounts of source documents and how to close the gap to the oracle methods.
2020.acl-main.120.txt,6 Conclusion,2020,"we conducted extensive experiments to establish baseline results, and we hope that future work on mds will use this dataset as a benchmark."
2020.acl-main.121.txt,6 Conclusion and Future Work,2020,"besides, we will also explore the influence of probabilistic bilingual lexicon obtained by learning only from monolingual data on our method."
2020.acl-main.121.txt,6 Conclusion and Future Work,2020,"furthermore, our method has two advantages over the state-of-the-art: (1) our model requires only an additional probabilistic bilingual lexicon rather than largescale parallel datasets of other tasks, thus reducing the model’s dependence on data and making it easier for the model to migrate to other domains or other language pairs."
2020.acl-main.121.txt,6 Conclusion and Future Work,2020,"in our future work, we consider incorporating our method into the multi-task method."
2020.acl-main.122.txt,7 Conclusion,2020,"potential future directions include a more principled use of our proposed heuristic for detecting content relevant to specific dates, the use of abstractive techniques, a more effective treatment of the redundancy challenge, and extending the new dataset with multiple sources."
2020.acl-main.123.txt,7 Conclusion and future work,2020,"in the future, we explore a more sophisticated method to improve the relevance and truthfulness of generated headlines, for example, removing only deviated spans in untruthful headlines rather than removing untruthful headlines entirely from the supervision data."
2020.acl-main.123.txt,7 Conclusion and future work,2020,"we conjectured that one of the reasons lies in the defect in the task setting and data set, where generating a headline from the source document is impossible because of the insufficiency of the source information."
2020.acl-main.124.txt,7 Conclusion,2020,"we explored unsupervised multi-document summary evaluation methods, which require neither reference summaries nor human annotations."
2020.acl-main.125.txt,6 Conclusion,2020,"for future work, we intend to apply our method to other transformer-based summarization models."
2020.acl-main.126.txt,7 Conclusion,2020,"however, our analysis indicates that self-reported dialog ratings are skewed (j-shape), noisy and insensitive due to bias and variance among different users."
2020.acl-main.127.txt,5 Conclusions,2020,"in the future, we will adapt the method to more neural models especially the generation-based methods for the dialog system."
2020.acl-main.129.txt,7 Conclusions and Future Work,2020,"in future, we want to continue to investigate the possibility of using even weaker demonstrations."
2020.acl-main.13.txt,4 Conclusion,2020,we will explore cross-lingual transfer learning for supporting more languages.
2020.acl-main.130.txt,5 Conclusion,2020,we hope that this dataset facilitates future research on multi-turn conversation reasoning problem.
2020.acl-main.131.txt,7 Conclusion & Future Work,2020,"for future work, we would like to extend receiver to conversational recommender systems."
2020.acl-main.132.txt,7 Conclusions,2020,"finally, we will release our experimental qa datasets (in the squad json format) for bridging anaphora resolution on isnotes and bashi."
2020.acl-main.133.txt,5 Conclusions,2020,"for future work, we would like to deeply study the impacts of our perturbations on the coherence of the examined dialogues."
2020.acl-main.133.txt,5 Conclusions,2020,we will also investigate to what extent the rankings of dialogues obtained by our model correlate with human-provided rankings.
2020.acl-main.135.txt,5 Conclusion and Future Works,2020,there are at least two potential future directions.
2020.acl-main.138.txt,6 Conclusions,2020,future work will involve improvements in the proposed noise model to study the importance of fidelity to real-world error patterns.
2020.acl-main.138.txt,6 Conclusions,2020,"moreover, we plan to evaluate nat on other real noise distributions (e.g., from asr) and other sequence labeling tasks to support our claims further."
2020.acl-main.139.txt,5 Conclusion,2020,"future work will investigate how to take into account potential correlations between labelling functions in the aggregation model, as done in e.g.(bach et al., 2017)."
2020.acl-main.139.txt,5 Conclusion,2020,"of specific linguistic interest is the contribution of document-level labelling functions, which take advantage of the internal coherence and narrative structure of the texts."
2020.acl-main.139.txt,5 Conclusion,2020,we also wish to evaluate the approach on other types of sequence labelling tasks beyond named entity recognition.
2020.acl-main.140.txt,6 Conclusion,2020,"in future work, we want to extend the probing tasks to also cover specific linguistic patterns such as appositions, and also investigate a model’s ability of generalizing to specific entity types, e.g.company and person names."
2020.acl-main.141.txt,5 Conclusion,2020,one possible direction is to extend the scope of structure induction for constructions of nodes without relying on an external parser.
2020.acl-main.141.txt,5 Conclusion,2020,there are multiple avenues for future work.
2020.acl-main.142.txt,7 Conclusion and Future Work,2020,"to improve the evaluation accuracy and reliability of future re methods, we provide a revised, extensively relabeled tacred."
2020.acl-main.144.txt,6 Conclusions and Further Work,2020,"as regards distributed representations, we plan to study alternative networks to more accurately model the identification and incorporation of additional context."
2020.acl-main.144.txt,6 Conclusions and Further Work,2020,"in our future work, we plan to optimise the thresholds used with the retrieval algorithms in order to more intelligently select those translations providing richest information to the nmt model and generalize the use of edit distance on the target side."
2020.acl-main.144.txt,6 Conclusions and Further Work,2020,"we would also like to explore better techniques to inject information of small-size n-grams with possible convergence with terminology injection techniques, unifying framework where target clues are mixed with source sentence during translation."
2020.acl-main.145.txt,6 Conclusion,2020,"in future work, we will extend our analysis to include additional source and target languages from different language families, such as more asian languages."
2020.acl-main.145.txt,6 Conclusion,2020,training on multiple input languages is also effective and leads to improvements across all languages when the source and target languages are similar.
2020.acl-main.145.txt,6 Conclusion,2020,"we will also work towards improving the training efficiency of character-level models, which is one of their main bottlenecks, as well as towards improving their effectiveness in multilingual training."
2020.acl-main.148.txt,7 Conclusion and Future Work,2020,"in the future, we will develop lightweight alternatives to lalt to reduce the number of model parameters."
2020.acl-main.148.txt,7 Conclusion and Future Work,2020,"we release opus-100, a multilingual dataset from opus including 100 languages with around 55m sentence pairs for future study."
2020.acl-main.149.txt,6 Conclusion,2020,"in future work, we plan to extend this analysis across more translation pairs, more diverse languages and multiple domains, as well as investigating the effect of translationese or source-side grammatical errors (anastasopoulos, 2019)."
2020.acl-main.153.txt,6 Conclusions and Future Work,2020,"in the future, we plan to extend the cross-lingual position encoding to non-autoregressive mt (gu et al., 2018) and unsupervised nmt (lample et al., 2018)."
2020.acl-main.155.txt,6 Conclusion,2020,"an exploration of multi-modal measuring approaches (herbig et al., 2019b) shows the feasibility of this, so we will try to combine explicit multi-modal input, as done in this work, with implicit multi-modal sensor input to better model and support the user during pe."
2020.acl-main.155.txt,6 Conclusion,2020,"as a next step, we will integrate the participants’ valuable feedback to improve the prototype."
2020.acl-main.155.txt,6 Conclusion,2020,"while the presented study provided interesting first insights regarding participants’ use of and preferences for the implemented modalities, it did not allow us to see how they would use the modalities over a longer time period in day-to-day work, which we also want to investigate in the future."
2020.acl-main.157.txt,4 Conclusions,2020,"also, the multi-domain nature of the dataset enables future research in cross-target and cross-domain adaptation, a clear weak point of current models according to our evaluations."
2020.acl-main.157.txt,4 Conclusions,2020,"future research directions might explore the usage of transformer-based models, as well as of models which exploit not only linguistic but also network features, which have been proven to work well for existing stance detection datasets (aldayel and magdy, 2019)."
2020.acl-main.160.txt,5 Discussion,2020,one possibility would be to include infelicitous “colorless green ideas” sentences with grammatical syntax (cf.
2020.acl-main.161.txt,7 Conclusions,2020,autoregressive models that generate step by step alternatives for future continuations are computationally impractical for longer rollouts and are not cognitively plausible.
2020.acl-main.161.txt,7 Conclusions,2020,"however, generating plausible future continuations is an essential part of the model."
2020.acl-main.161.txt,7 Conclusions,2020,"strong psycholinguistic claims about suspense are difficult to make due to several weaknesses in our approach, which highlight directions for future research: the proposed model does not have a higher-level understanding of event structure; most likely it picks up the textual cues that accompany dramatic changes in the text."
2020.acl-main.161.txt,7 Conclusions,2020,"they also differ from the ely et al.(2015) conception of suspense, which is in terms of bayesian beliefs over a longer-term future state, not step by step."
2020.acl-main.162.txt,6 Conclusion,2020,we hope this resource can benefit future research into developing techniques to model and understand human responses to document sized text.
2020.acl-main.163.txt,6 Conclusion,2020,"in future, we aim to refine our generative model to better emphasise this difference of the two tasks."
2020.acl-main.164.txt,8 Conclusion,2020,identifying ways to improve the language models and decoding strategies we use in order to generate text that is both exciting (ie.unlikely) and semantically plausible.2.
2020.acl-main.164.txt,8 Conclusion,2020,this variance in likelihood is what makes human-written text interesting and exciting to read.
2020.acl-main.164.txt,8 Conclusion,2020,we therefore suggest three prongs for future research: 1.
2020.acl-main.166.txt,5 Conclusion,2020,"in the future, we will investigate how to extend the cg to support hierarchical topic management in conversational systems."
2020.acl-main.167.txt,5 Conclusions,2020,future work will focus on incorporating better encoding of the amr graph into the current system and exploring data augmentation techniques leveraging the proposed approach.
2020.acl-main.170.txt,8 Conclusions,2020,future research directions include adaptive dropout rates for different merges and an in-depth analysis of other pathologies in learned token embeddings for different segmentations.
2020.acl-main.171.txt,6 Discussion,2020,there are several open questions to investigate: are the benefits of monolingual data orthogonal to other techniques like iterative refinement?
2020.acl-main.171.txt,6 Discussion,2020,we will consider these research directions in future work.
2020.acl-main.175.txt,6 Conclusions,2020,"in the future, we would like to model aspects and sentiment more explicitly as well as apply some of the techniques presented here to unsupervised single-document summarization."
2020.acl-main.177.txt,9 Discussion and Conclusion,2020,our analyses contain two ideas that may be useful for future studies of systematicity.
2020.acl-main.177.txt,9 Discussion and Conclusion,2020,we believe these are a novel ideas that can be employed in future studies.
2020.acl-main.178.txt,6 Conclusion,2020,we hope these findings bring attention to the feasibility of employing statistical natural language processing machinery as tools for exploring human cognition.
2020.acl-main.179.txt,8 Discussion,2020,future work needs to be done to understand more fully what biases are present in the data and learned by language models.
2020.acl-main.180.txt,5 Discussion,2020,conversational context may make a speaker’s intended message easier or harder to recover from ambiguous acoustics.
2020.acl-main.180.txt,5 Discussion,2020,the study suggests several directions for future work.
2020.acl-main.180.txt,5 Discussion,2020,"third, a more sophisticated channel model would allow for insertions and deletions, and better capture transitional coarticulatory cues (wright 2004)."
2020.acl-main.180.txt,5 Discussion,2020,"this supports the hypothesis that variation and structure in natural languages are shaped not only by pressures for eﬃcient signals, but also pressures for eﬀective communication of the speaker’s intended message in the face of noise and uncertainty (lindblom 1990, lindblom et al.1995, hall et al.2018)."
2020.acl-main.181.txt,6 Conclusion,2020,such studies will be crucial to achieve a complete computational understanding of natural language syntax.
2020.acl-main.182.txt,7 Conclusions,2020,we hope the dataset we release will be used to benchmark future dialog system uncertainty research.
2020.acl-main.183.txt,5 Discussion and Conclusion,2020,"one natural extension would be to generalize these findings to other skills than the three addressed here, such as humor/wit, eloquence, image commenting, etc."
2020.acl-main.184.txt,6 Conclusion and Future Work,2020,"conceptflow models conversation structure explicitly as transitions in the latent concept space, in order to generate more informative and meaningful responses."
2020.acl-main.184.txt,6 Conclusion and Future Work,2020,"in future, we plan to explore how to combine knowledge with pre-trained language models, e.g."
2020.acl-main.186.txt,5 Conclusion and Future Work:,2020,"as future work, we are extending the proposed approach and test its efficacy on real human conversations."
2020.acl-main.186.txt,5 Conclusion and Future Work:,2020,"more broadly, we continue to explore strategies that combine semantic parsing and neural networks for frame generation."
2020.acl-main.187.txt,7 Conclusions and Future Work,2020,"future work can explore improving the correction models, leveraging logs of natural language feedback to improve text-to-sql parsers, and expanding the dataset to include multiple turns of correction."
2020.acl-main.190.txt,6 Discussion,2020,extending expbert to other natural language tasks where this relationship might not hold is an open problem that would entail finding different ways of interpreting an explanation with respect to the input.
2020.acl-main.190.txt,6 Discussion,2020,we outline two such avenues of future work.
2020.acl-main.191.txt,5 Conclusion,2020,"from a linguistic perspective, it is worth investigating what the generator encodes in the produced representations."
2020.acl-main.191.txt,5 Conclusion,2020,"moreover, we will investigate the potential impact of the adversarial training directly in the bert pre-training."
2020.acl-main.192.txt,6 Conclusion,2020,future directions include (1) devising hierarchical span representations that can handle spans of different length and diverse content more effectively and efficiently; (2) robust multitask learning or meta-learning algorithms that can reconcile very different tasks.
2020.acl-main.192.txt,6 Conclusion,2020,we merge 8 datasets into our glad benchmark for evaluating future models for natural language analysis.
2020.acl-main.194.txt,6 Conclusion,2020,"for future direction, we plan to explore the effectiveness of mixtext in other nlp tasks such as sequential labeling tasks and other real-world scenarios with limited labeled data."
2020.acl-main.196.txt,5 Conclusion,2020,"thus, we encourage future research into obtaining tighter bounds on latent lm perplexity, possibly by using more powerful proposal distributions that consider entire documents as context, or by considering methods such as annealed importance sampling."
2020.acl-main.196.txt,5 Conclusion,2020,we investigate the application of importance sampling to evaluating latent language models.
2020.acl-main.197.txt,6 Conclusion,2020,we will explore this direction as future work.
2020.acl-main.198.txt,6 Conclusion,2020,alternative architectures that can overcome the stolen probability effect are an item of future work.
2020.acl-main.199.txt,5 Conclusion,2020,"in the future, we would like to figure out different strategies to merge individual gains, obtained by separate application of the dag constraint, into a setup that can take the best of both precision and recall improvements, and put forth a better performing system."
2020.acl-main.199.txt,5 Conclusion,2020,we also plan on looking into strategies to improve recall of the constructed taxonomy.
2020.acl-main.2.txt,6 Conclusion,2020,future work can further investigate temporal patterns in how language used by depressed people evolves over the course of an interaction.
2020.acl-main.20.txt,5 Conclusion,2020,"as future work, we plan to extend our qag model to a meta-learning framework, for generalization over diverse datasets."
2020.acl-main.201.txt,6 Conclusion and Discussion,2020,"therefore, future work should focus on downstream tasks instead of bli."
2020.acl-main.201.txt,6 Conclusion and Discussion,2020,we leave the exploration of non-linear projections to future work.
2020.acl-main.203.txt,6 Conclusion,2020,our findings point to future research opportunities to build stealthy authorship obfuscation methods.
2020.acl-main.204.txt,5 Conclusions and Future Work,2020,"there are a few interesting questions left unanswered in this paper, which would provide interesting future research directions: (1) deebert’s training method, while maintaining good quality in the last off-ramp, reduces model capacity available for intermediate off-ramps; it would be important to look for a method that achieves a better balance between all off-ramps.(2) the reasons why some transformer layers appear redundant2 and why dee-bert considers some samples easier than others remain unknown; it would be interesting to further explore relationships between pre-training and layer redundancy, sample complexity and exit layer, and related characteristics."
2020.acl-main.206.txt,6 Conclusion,2020,"additional experiments indicated that the removal of filled pauses from the transcriptions was beneficial to the scoring models, and that scoring performance is best for the middle grades of the scoring range."
2020.acl-main.206.txt,6 Conclusion,2020,"therefore future work could include different sampling methods, generation of synthetic data, or training objectives which reward models which are less conservatively drawn to the middle of the scoring scale."
2020.acl-main.207.txt,8 Conclusions and Future Work,2020,another item of future work is to develop better multitask approaches to leverage multiple signals of relatedness information during training.
2020.acl-main.207.txt,8 Conclusions and Future Work,2020,including other information such as outgoing citations as additional input to the model would be yet another area to explore in future.
2020.acl-main.207.txt,8 Conclusions and Future Work,2020,it would be interesting to initialize our model weights from more recent transformer models to investigate if additional gains are possible.
2020.acl-main.208.txt,7.3 Code Piece Error Analysis,2020,"to help the readers understand the bottleneck for code piece generation and point out important future directions, we randomly sampled 200 “hard” lines and manually analyzed why the generation fails by looking at the top 1 candidate of the model."
2020.acl-main.21.txt,7 Conclusion,2020,"finally, performing sqg on other types of inputs, e.g., images and knowledge graphs, is an interesting topic."
2020.acl-main.21.txt,7 Conclusion,2020,"for future works, the major challenge is generating more meaningful, informative but concise questions."
2020.acl-main.211.txt,6 Discussion and Future Work,2020,"however, a host of other options could be considered in future work."
2020.acl-main.213.txt,5 Conclusions,2020,"we improve the generalization of autoregressive predictive coding by multi-target training of future prediction lf and past memory reconstruction lr, where the latter serves as a regularization."
2020.acl-main.216.txt,5 Conclusions,2020,"finally, we will evaluate the multiresolution loss on larger datasets to analyze it’s regularizing effects."
2020.acl-main.216.txt,5 Conclusions,2020,"furthermore, we will experiment with more ellaborate, attention-based fusion mechanisms."
2020.acl-main.216.txt,5 Conclusions,2020,"in the future, we plan to alleviate this by incorporating ideas from sparse transformer variants (kitaev et al., 2020; child et al., 2019)."
2020.acl-main.218.txt,7 Conclusion,2020,we plan to continue our data-driven approach for grounded conversations by expanding our dataset through our iterative data collection process with other larger text-based open-domain dialogue corpora and extend our work to model and collect longer conversations exhibiting more complex improv-backed turns.
2020.acl-main.219.txt,6 Conclusion,2020,"the next challenge will also be to combine this engagingness with other skills, such as world knowledge (antol et al., 2015) relation to personal interests (zhang et al., 2018), and task proficiency."
2020.acl-main.219.txt,6 Conclusion,2020,"while our human evaluations were on short conversations, initial investigations indicate the model as is can extend to longer chats, see appendix g, which should be studied in future work."
2020.acl-main.220.txt,5 Conclusion,2020,"since it provides immediate continuous rewards and at the singlestep level, maude can be also be used to optimize and train better dialogue generation models, which we want to pursue as future work."
2020.acl-main.222.txt,6 Discussion,2020,"future work should consider adding these tasks to the ones used here, while continuing the quest for improved models."
2020.acl-main.223.txt,5 Conclusion,2020,"and finally, we would like to adapt the model for automatic poetry translation—as we feel that the constraint-based approach lends itself perfectly to a poetry translation model that is able to adhere to an original poem in both form and meaning."
2020.acl-main.223.txt,5 Conclusion,2020,"first of all, we would like to experiment with different neural network architectures."
2020.acl-main.223.txt,5 Conclusion,2020,"secondly, we would like to incorporate further poetic devices, especially those based on meaning."
